ussid,slaveid,isallocated
100001301016400002,100001-W162,YES
100001301017854003,100001-WD27,YES
100001301016969003,100001-W083,YES
126873TRMBEARDGROWTHOIL,126873-RMLGUJ44N,YES
100031666572310,100031-BEM,YES
100001301016540004,100001-W020,YES
1241304067984996534,124130-KOLK,YES
124267SamsungAKGTypeCEarphonesWHITE,124267-MUM,YES
124720S24CHC021K9LReg,124720-ANDAMEN002,YES
124720S24CHC021N8LReg,124720-ANDAMENBANG001,YES
124720S23CHC130W1LReg,124720-ANDAMEN002,YES
12506860207834259,125068-8224,YES
128443CW03700RS1124BKUK11,128443-CORDWAINERS001,YES
125608MS151409,125608-MOSTY001,YES
1253814067981779895,125381-1412106,YES
124835VT05062115WineM,124835-FGUP1662,YES
123790BPBRATEWRD,123790-VBGR,YES
1257384066752565569,125738-1609,YES
127785RHP1204ML,127785-UNNAO,YES
127785RHP1065ML,127785-UNNAO,YES
124361XYTRNK3PCKN129L,124361-XYXXGUJ,YES
128350JBLT720BTBLU,128350-KAR,YES
100001301008842009,100001-W007,YES
100001300948332001,100001-W033,YES
100001301013655005,100001-WD16,YES
1278878519332090,127887-1539,YES
100001300914275005,100001-W060,YES
1259288905631235741,125928-TD37,YES
1259288905906455133,125928-TD37,YES
1291104333013,129110-W038,YES
125598CHBLSFD3S,125598-CHICRA001,YES
100001301014540003,100001-WD16,YES
100001301013062002,100001-WD16,YES
100001301011954003,100001-WD16,YES
127939BR20010,127939-PSKOLWH,YES
127925CSNAINABEIGE38,127925-SMJ-SS1,YES
100001301014254002,100001-WD16,YES
100001301005947003,100001-WD16,YES
100001301018459003,100001-W276,YES
100001301013049003,100001-WD16,YES
1241304099684500063,124130-562107A,YES
128685TRT8121TAN8,128685-AGRAH,YES
1246218909230023389,124621-PTKOL,YES
100001300996088005,100001-WD16,YES
1256101004971405214,125610-6176,YES
1256101004964012214,125610-6154,YES
1256101004915317207,125610-6171,YES
1246628903496272642,124662-BCLS1,YES
1252734067897402757,125273-1021,YES
124960BRA88301C115936C,124960-0110,YES
124960BRA87101C115736B,124960-0110,YES
124960BRA87101C115736D,124960-0110,YES
100001300994467002,100001-WD16,YES
100001301012000002,100001-W092,YES
100001300999522003,100001-WD16,YES
100001301003412008,100001-WD16,YES
1237627140KM02,123762-SBLR,YES
100001300991543005,100001-W230,YES
100001301011981005,100001-W018,YES
1252734067888701722,125273-602,YES
1265178905995684063,126517-LKS1,YES
124232LDRPGT01N31837746TEALL,124232-RITIKA001,YES
124232LDRVCH01N31868658MULTIL,124232-RITIKA001,YES
1287028904428000029,128702-HRYN,YES
123986207937001M7W9,123986-MBWH11,YES
123986208392001M7W9,123986-MBWH11,YES
100001301008845006,100001-WD16,YES
100001301011668004,100001-WD16,YES
125023CornMSBRSAPanmoolCH3,125023-FOSS1,YES
100001301000941004,100001-WD16,YES
100001301011672004,100001-WD27,YES
1259295401180439911,125929-BAN3,YES
1257384066765059802,125738-1312,YES
1265178905995729856,126517-LKS1,YES
1257384066764363610,125738-1312,YES
1257384066759862784,125738-1818,YES
1260995714390088559,126099-8062,YES
1261855715508083671,126185-WH01,YES
1277768905968187195,127776-1100149292,YES
1292368905968567300,129236-SC56308,YES
1292368905968222933,129236-SC55790,YES
1277768905968517121,127776-1100149292,YES
123790BPBRATESGN,123790-VBGR,YES
123966DI1401PINKS2336E,123966-AES1,YES
127532156705XL,127532-NWSS2,YES
128931SS22F2L,128931-THEHEMMINGBIRD0001,YES
1265788907361774729,126578-SMWH01,YES
100001301011673003,100001-WD16,YES
100001301023463001,100001-W238,YES
1257384067889348681,125738-1609,YES
1292211183B4111018,129221-OTLUX1,YES
127532PL1672L,127532-NWSS2,YES
100001301015254006,100001-WD16,YES
100001301021094006,100001-W173,YES
100001301021407005,100001-W173,YES
100001301015237006,100001-W125,YES
100001301024482006,100001-W008,YES
1001138909072075584,100113-BHW,YES
1250438905177234147,125043-9092,YES
124267AmazonFireTVStickLite,124267-MUM,YES
128892ZSTRSKORTS3311L,128892-DHL01,YES
1257384067889356389,125738-1723,YES
124055394205029,124055-110077,YES
1285651501226,128565-DELS1,YES
100001301019279006,100001-W172,YES
100001301008799010,100001-WD27,YES
100001301008434048,100001-WD27,YES
12753298012ORL,127532-NWSS2,YES
10012111048603,100121-HRN,YES
100001301005434004,100001-WD27,YES
1271251300010322018,127125-BENSS1,YES
1271251300010322008,127125-BENSS1,YES
127129GSB1,127129-NAHAAHFN,YES
124167ZPFK19132,124167-ZPS1,YES
129054CK22045XL,129054-JPR,YES
100001301018889012,100001-W086,YES
123790BPRIDRCEGBL,123790-VKOL,YES
1259288901030935947,125928-TD37,YES
100001301020474012,100001-W152,YES
128648OGCC4258122BLACK42,128648-3955,YES
128099YBHAIR41384,128099-YBJ1,YES
1245328907760641448,124532-CS1,YES
124849rsz100blk,124849-KHETSHIP,YES
1248488905952055110,124848-1270,YES
1286288908018477857,128628-WHBH01,YES
1280471353262035MD,128047-UWH,YES
100001301004121006,100001-WD16,YES
128832EVEREST21cOLIVEBLK9,128832-ARV,YES
1284378909059170790,128437-MRTPLC,YES
127965A1SX9052GDGDG0008,127965-1037,YES
12506860314449117,125068-8255,YES
100001301009934005,100001-WD16,YES
100001301018565005,100001-W011,YES
100001301009924005,100001-WD16,YES
100001301021091005,100001-W111,YES
100001301003373004,100001-WD16,YES
100001301024480005,100001-W011,YES
100001301010233005,100001-WD27,YES
100001301021096005,100001-W168,YES
100001301025248005,100001-W111,YES
100001301000105005,100001-WD16,YES
100001301009925005,100001-WD16,YES
100001301018524005,100001-W218,YES
100001301024493006,100001-W111,YES
100001301024479005,100001-W011,YES
100001301006435005,100001-WD16,YES
100001301016541004,100001-W042,YES
100001301015247005,100001-WD16,YES
126934739980694410,126934-17,YES
127748SS198XL,127748-SSSS2,YES
127748SS138PKXXL,127748-SSSS2,YES
127748SS198XXL,127748-SSSS2,YES
100031312534540,100031-BEM,YES
1248488905706494097,124848-BANDHL,YES
1248488905951230105,124848-BANDHL,YES
1277768909203139819,127776-1100149291,YES
127785RFS6078AL,127785-UNNAO,YES
1284388720639167623,128438-WHMP,YES
100001301015233001,100001-WD16,YES
12753235578XL,127532-NWSS2,YES
100001301002666002,100001-WD16,YES
100001301023132003,100001-W239,YES
10012110578164,100121-HRN,YES
10012110347643,100121-BAN,YES
1257384067888748536,125738-1868,YES
1241304067984596291,124130-562107A,YES
1245328907760307016,124532-CS1,YES
1245328907760584622,124532-CS1,YES
1245328907760633825,124532-CS1,YES
127785RFS6069AL,127785-UNNAO,YES
1001498909131258064,100149-MSW,YES
1277768905968478309,127776-1100149291,YES
1277768905968974900,127776-1100149292,YES
128773VOJ471,128773-JAIPUR,YES
1241304067984996596,124130-562107A,YES
129242CR009,129242-DLWH,YES
1259288017834878462,125928-TD37,YES
100001301013651003,100001-WD16,YES
100001300732284003,100001-W173,YES
100001300732286003,100001-W152,YES
125927A093,125927-BENGALURU,YES
127517TWIXW1302T,127517-THWH,YES
127785RSL0022A10,127785-UNNAO,YES
1002438716668070,100243-BATA03,YES
100001301007119006,100001-WD16,YES
100001301017082004,100001-W012,YES
100001301007133005,100001-WD16,YES
123790BPMITFSMBLU,123790-VMUM2,YES
125178VSKD32261VARDUP1952S,125178-KFLSS1,YES
1281218909127028152,128121-MUMB,YES
1280471386251001SM,128047-UWH,YES
1252364067894028646,125236-602,YES
1257384062051160368,125738-480,YES
1241304069156078208,124130-KOLK,YES
100001301025045004,100001-W173,YES
100001301015258004,100001-W168,YES
100001301021402004,100001-W173,YES
100001301021378004,100001-W060,YES
100001301025796004,100001-W173,YES
1241304067982630096,124130-562107A,YES
100001301024493006,100001-W050,YES
1264920194891264983,126492-ECCO,YES
1240133638513003,124013-GKL102,YES
100001301016970002,100001-W140,YES
128850RCKD01195N386F042,128850-MUMBAI,YES
100377JAA25DR01482L,100377-TBS1,YES
100001301003127004,100001-WD16,YES
100001301016834004,100001-W014,YES
100001301018532001,100001-W105,YES
128697190231882077,128697-HAR2,YES
12427050501,124270-SABAN,YES
1246218905807807017,124621-PTBHD,YES
1246218909044175175,124621-PTBD,YES
1257384066761458500,125738-1840,YES
1259948905792851538,125994-DUKE01,YES
126088FWSX16561,126088-LSDG2,YES
1250508905566145412,125050-SPYKDL,YES
12753258159OL,127532-NWSS2,YES
100001301023086002,100001-W020,YES
100001300997236002,100001-WD16,YES
100001301017661004,100001-WD16,YES
100001301023129004,100001-W020,YES
1259288904153307523,125928-TD37,YES
1259288904153386818,125928-TD37,YES
128435FSTKI8821BLACK47,128435-WH,YES
1275324799M,127532-NWSS2,YES
12753298165L,127532-NWSS2,YES
128896SB00035911112Y,128896-WH,YES
12743419090YellowL,127434-QURVIISS1,YES
126640CETAPHILADMOISTCREAM250GM,126640-EEG86B,YES
126326473K10015L,126326-SFSS1,YES
128896SB00034881314Y,128896-WH,YES
124570LQB10754BLUEL,124570-IRPSS1,YES
126957DLMJKS106XXL,126957-BLSS1,YES
128050CMPS04SEBPBTL,128050-W01,YES
100001301009181003,100001-W238,YES
100001301016974004,100001-W126,YES
100001301009497004,100001-WD16,YES
100001300996202005,100001-WD16,YES
100001301016490001,100001-WD16,YES
127615KRWSGBK756XL,127615-BFSS1,YES
100001301011352002,100001-WD16,YES
128202I00236452,128202-GOOD001,YES
128655190231902638,128655-MEWAT,YES
1291958905661226849,129195-FGGN,YES
1280208719849128623,128020-CKWH,YES
100001301000298002,100001-WD16,YES
100001301013563002,100001-WD16,YES
100001301016831002,100001-WD16,YES
100001301008387002,100001-WD16,YES
100001301024618002,100001-W007,YES
100001301023399002,100001-W021,YES
100001301009181002,100001-W007,YES
100001301023396002,100001-W125,YES
128043000244,128043-DAMILANO001,YES
1257384066762766024,125738-1609,YES
1257384065415378096,125738-1646,YES
100001301018470004,100001-W017,YES
1277768909203041822,127776-1100149292,YES
124721OGL10LBLKLPURPLE4,124721-CAL-GGN,YES
12753258188XXL,127532-KL,YES
100001300732286004,100001-W018,YES
100001301011384005,100001-W239,YES
100001300732285004,100001-W018,YES
100001301000337005,100001-WD16,YES
100001301006680005,100001-WD16,YES
100001301013919004,100001-W239,YES
100001301006680001,100001-WD16,YES
100001301025051005,100001-W067,YES
126088FWSX16865,126088-LSDG2,YES
12800711026297,128007-KG1,YES
1259295401180775095,125929-BAN3,YES
1000313211051641,100031-BEM,YES
1278876512992060,127887-7535,YES
100001301024202003,100001-W173,YES
100001301006441001,100001-WD16,YES
124537BPGE1391043M4,124537-4158,YES
1001145715513028421,100114-BHW,YES
1253491011C20600211,125349-AIN,YES
1245328907760641202,124532-CS1,YES
10012113652,100121-BAN,YES
124246190231818991,124246-TD69,YES
125068627756945432,125068-8204,YES
127778BUL23BDS11WHL,127778-WH,YES
1237818905177418714,123781-LEAYAN,YES
128648OGC3736120OLIVEGREEN42,128648-3955,YES
1241304099684396611,124130-KOLK,YES
100301XSARU3HM12R,100301-THN,YES
100001301003111001,100001-WD16,YES
100001301010395001,100001-WD16,YES
126088FWSX7128,126088-LSDG2,YES
100001301008147006,100001-WD27,YES
100001301015241004,100001-WD27,YES
1256101004949012208,125610-6171,YES
127485BOMJF443VL51718CKL,127485-BAN,YES
126913MBVE01FNRN1WHTPO3S24XL,126913-F190,YES
1271251300001300004,127125-TRP,YES
127532400363M,127532-NWSS2,YES
127532400363L,127532-NWSS2,YES
127320LXBX0130,127320-126088-LSDAMD,YES
123762NR9400694206SL01P,123762-HKMM,YES
100001301009157004,100001-WD27,YES
100001301014004004,100001-W016,YES
100001301022617005,100001-W007,YES
100001301018068005,100001-W008,YES
100001301022610004,100001-W251,YES
100001300818164004,100001-WD27,YES
1248488909113570573,124848-BHW,YES
1248488909112993090,124848-BANDHL,YES
1277768905610324381,127776-1100149292,YES
125066IH0C850,125066-HSS1,YES
1292211183A3601215,129221-OTLUX1,YES
100001301007885005,100001-W152,YES
127835PF504,127835-NJSS1,YES
100001301007958005,100001-WD27,YES
128443CW03701RS1124BKUK11,128443-CORDWAINERS001,YES
100001301019912006,100001-W230,YES
126957LPGDRS311956Y,126957-BLSS1,YES
128896SB0005370607Y,128896-WH,YES
124065OM6251L5Y,124065-DEL1,YES
127785RLL042040,127785-UNIT3,YES
10012110918104,100121-BAN,YES
10012110302274,100121-HRN,YES
126557M66112,126557-MCRLUX01,YES
1002438213029090,100243-BATA03,YES
124635RC4093000100,124635-110015,YES
125068208188212W10,125068-MBW11,YES
1246218905685831210,124621-PTBD,YES
1246218909044591616,124621-PTHOO,YES
100001301005299003,100001-WD16,YES
1001135715427924987,100113-BHW,YES
100001301017071004,100001-W058,YES
100001301012851003,100001-WD16,YES
1241304065451917617,124130-562107A,YES
127012LB511FCA45,127012-WH,YES
1246218909230253861,124621-P023,YES
1246218909230253915,124621-P411,YES
100001301014171004,100001-W238,YES
126148FRBFU19011X5BlackWineXS,126148-MUM,YES
126913MBKBR01BBTOPPO5CO270,126913-F190,YES
127625S8060BLK36,127625-SSS1,YES
123858282134,123858-BHW1,YES
123858216718,123858-HRP,YES
1291958907819589646,129195-FGGN,YES
124240mividuopodsi7btlavender,124240-BAN1,YES
1246628903496192353,124662-BCLS1,YES
1275648905875359043,127564-BHW,YES
123861S24001WBL001L,123861-KAS1,YES
1245328907760599817,124532-CS1,YES
1003011MKR33HYGHW,100301-BAN,YES
127487MM464L,127487-MISHSS1,YES
1291105117064,129110-W038,YES
1291105327694,129110-W038,YES
1246218905807456963,124621-PTBD,YES
124759OWSS1241006AL,124759-VLSS1,YES
1291105315493,129110-W038,YES
1246218909230127360,124621-P303,YES
1291102501393,129110-W038,YES
1280717090SHTMULTIL,128071-PESS1,YES
1280138909059270773,128013-THWH,YES
1257384065432830225,125738-1818,YES
100001301017417001,100001-W019,YES
100301XL2HT3H8AGG,100301-ESHOPHAR,YES
1263978906121649697,126397-RGAC006,YES
124182IAB95286CPK003,124182-BILNOIDA,YES
1257384060511593732,125738-1609,YES
124267OnePlusNordBuds2BLACK,124267-MUM,YES
126731SPWWJ3POLVBLKD7BLKL,126731-SALTPETRE001,YES
1248488909112924865,124848-1270,YES
1253491011B86700112,125349-AWH,YES
1280138905692660490,128013-THWH,YES
1242323PCCVL01N4084D557OFFWHITEXL,124232-RITIKA001,YES
1241304067981351350,124130-562107B,YES
1257384066752470559,125738-1954,YES
124849sf3slvr,124849-KHETSHIP,YES
1259288906128100870,125928-TD37,YES
1246218909230315279,124621-P163,YES
1246218905807381401,124621-PTHOO,YES
100001300999949003,100001-WD27,YES
100001301014673003,100001-W007,YES
1286488907438897436GD1037111CML42,128648-3955,YES
128648OGCC4965123BLACK41,128648-3955,YES
127785RHP0058MM,127785-UNNAO,YES
100001301005977001,100001-W067,YES
127377LWGW2222,127377-LWS,YES
1256964067894787161,125696-1655,YES
127785RHP0976MM,127785-UNIT3,YES
127785RHP0895MM,127785-UNIT3,YES
126948232596REDUK8,126948-BWH,YES
125435DWVFKS002,125435-GRK1,YES
126326612DTK7685AL,126326-SFSS1,YES
128232ProperWhiteH1P40,128232-TIR,YES
1000311813971144,100031-BEM,YES
128047302488900195,128047-UWH,YES
1292368909068073358,129236-AS37631,YES
1255088905271686088,125508-ESHOPGUR2,YES
1277768905838455737,127776-1100149292,YES
100001301016159003,100001-WD16,YES
127477JNT2028OrangeXS,127477-DEL,YES
100001301017342003,100001-W125,YES
1291408905798955971,129140-TC99103,YES
123790HARBOB66BLK,123790-VHYD,YES
124297WP2654536,124297-WPS1,YES
1286568904231018013,128656-BHIWMUM,YES
123906JPAMS0018NavyBlue,123906-JW,YES
123906JPAMS0067Maroon,123906-JW,YES
1246218909230272893,124621-P146,YES
1259288901247572270,125928-TD37,YES
1257384067889360256,125738-1609,YES
1257384065432887083,125738-1834,YES
127785RDM0087M36,127785-UNNAO,YES
100001301019288006,100001-W006,YES
1250682083922Y2M11,125068-MBEC01,YES
128047302722160111,128047-UWH,YES
1292358909059202804,129235-THCUS00564,YES
100001301007890003,100001-WD27,YES
100001300999809003,100001-WD27,YES
128968A1HWK3721GBLK00010G509,128968-BLR,YES
1280138909059316099,128013-THWH,YES
1280138909059161477,128013-THWH,YES
127965A1SX0680GWHTB0008,127965-1036,YES
1256964066756532543,125696-1821,YES
100001300882811002,100001-W122,YES
1291408909152025157,129140-TC99272,YES
124267RealmeBudsWireless3NeoGreen,124267-MUM,YES
1265788905241227259,126578-SMWH01,YES
1265788905241252794,126578-SMWH01,YES
1265788905241176748,126578-SMWH01,YES
1265788905241330003,126578-SMWH01,YES
1265788905241291663,126578-SMWH01,YES
12743419128GreenL,127434-QURVIISS1,YES
1274965619500,127496-S1826873,YES
1242323PCPCH01N33854818PURPLEM,124232-RITIKA001,YES
127785RSL0604A10,127785-RHW,YES
127785RJO0104M36,127785-UNNAO,YES
127785RSL0655A10,127785-UNNAO,YES
127785RSL0514A10,127785-UNIT3,YES
1001187613125352379,100118-HRN,YES
100001301014903006,100001-W027,YES
123858250345,123858-WBE,YES
100001301022202004,100001-W293,YES
100001301023054004,100001-W099,YES
128908LCSHCH619A421040,128908-BAN,YES
1292368909068538338,129236-AS37283,YES
1250508905566841895,125050-SPYKDL,YES
1250508905566805989,125050-SPYKDL,YES
1282758809738310960,128275-CCLUX01,YES
12643544KBA20353L3FS,126435-FLBSS1,YES
1291408909152167352,129140-TC99205,YES
125763DTLGW2201702,125763-ILFPMUM-LUX,YES
12643540STB19817J3FS,126435-FLBSS1,YES
100001300999767003,100001-WD27,YES
100001301008458001,100001-WD27,YES
100001301009496003,100001-WD27,YES
100001301012606003,100001-WD27,YES
100001301015526011,100001-WD27,YES
100001301002634001,100001-WD27,YES
100001300991177001,100001-WD27,YES
100001301000769006,100001-WD27,YES
100001301010395004,100001-WD27,YES
100001301011175006,100001-WD27,YES
100001300999079005,100001-WD27,YES
100001301011954002,100001-WD27,YES
100001301003142002,100001-WD27,YES
100001300990877012,100001-WD27,YES
100001301014018004,100001-WD27,YES
100001301011635001,100001-WD27,YES
100001301012880004,100001-WD27,YES
100001301004469004,100001-WD27,YES
100001300999088004,100001-WD27,YES
100001301003206007,100001-WD27,YES
100001300997551004,100001-WD27,YES
100001301006991002,100001-WD27,YES
100001301011641005,100001-WD27,YES
100001301010441005,100001-WD27,YES
100001301009832011,100001-WD27,YES
100001300995024005,100001-WD27,YES
100001301006537002,100001-WD27,YES
100001301014131003,100001-WD27,YES
100001301014177004,100001-WD27,YES
100001300980972003,100001-WD27,YES
100001300980972008,100001-WD27,YES
100001301009876005,100001-WD27,YES
100001301007510004,100001-WD27,YES
100001301014039010,100001-WD27,YES
100001301014039013,100001-WD27,YES
100001301014833004,100001-WD27,YES
100001301002427003,100001-WD27,YES
100001301003206008,100001-WD27,YES
100001301009505008,100001-WD27,YES
100001301017855003,100001-WD27,YES
100001301002868011,100001-WD27,YES
100001301013464006,100001-WD27,YES
100001301009924004,100001-WD27,YES
100001301014178001,100001-WD27,YES
100001301005434005,100001-WD27,YES
100001301004893002,100001-WD27,YES
100001301011669003,100001-WD27,YES
100001301013632006,100001-WD27,YES
100001301001428005,100001-WD27,YES
1248488905464810580,124848-BHW,YES
1256964067889360164,125696-1825,YES
100001301015269003,100001-WD27,YES
100001301006429002,100001-WD27,YES
100001301012812002,100001-WD27,YES
100001301014032002,100001-WD27,YES
100001301007337005,100001-WD27,YES
100001301008996003,100001-WD27,YES
100001301012345002,100001-WD27,YES
100001301013966003,100001-WD27,YES
100001301011388002,100001-WD27,YES
100001301011387003,100001-WD27,YES
100001301013635001,100001-WD27,YES
100001301013504001,100001-WD27,YES
100001301015289003,100001-WD27,YES
100001301000427005,100001-WD27,YES
100001301014120003,100001-WD27,YES
128968A1EVK10916GBKG00009G999,128968-BLR,YES
100001301003375004,100001-WD27,YES
125969HAWKINSSSC50,125969-HYD,YES
10012110296391,100121-HRN,YES
1277768905968665396,127776-1100149292,YES
1277768905772569101,127776-1100149291,YES
1277768909021309692,127776-1100149292,YES
124537SRGE2217036N3,124537-4159,YES
100001300996089005,100001-WD27,YES
12753239051XXL,127532-NWSS2,YES
1246218909044711694,124621-PTKOL,YES
1242468905692510979,124246-TD69,YES
1260998907361784964,126099-WH1,YES
100001301016543010,100001-W167,YES
126500CRMTSH0001ROYALBLUEM,126500-DEL,YES
100001301019308004,100001-W236,YES
1248488905952284077,124848-1270,YES
128850RCYL00463B486F092,128850-MUMBAI,YES
1292211183B4000019,129221-OTLUX1,YES
12426725WAdapter2510Black,124267-MUM,YES
100001301021445002,100001-W012,YES
100001301008536003,100001-WD16,YES
100001301010184002,100001-WD27,YES
100001301000240003,100001-WD16,YES
100001301017188003,100001-WD16,YES
100001301004469003,100001-WD16,YES
100001301021008003,100001-W012,YES
127066JBLLiveBeam3Blue,127066-BOM,YES
100001301019712004,100001-W008,YES
126600DRYFITTBLUE001XL,126600-LDH,YES
127584BQ1125,127584-AKWH,YES
1248488905952528256,124848-BINOLA,YES
128058LYRAAT023RDXL1PC,128058-LUXWBEN,YES
1248488905707614807,124848-BINOLA,YES
1248488905542631618,124848-BANDHL,YES
1262848903338496052,126284-SIRA,YES
1291958907819897284,129195-XMUM,YES
126557LING6090,126557-MCRLUX01,YES
100001301009826010,100001-WD16,YES
129190208685,129190-MUMB,YES
129190214554,129190-MUMB,YES
1257384065418662765,125738-1312,YES
129190201432,129190-MUMB,YES
129190201958,129190-MUMB,YES
129190228332,129190-MUMB,YES
1259288906157903459,125928-TD37,YES
127012LB518FCA23,127012-WH,YES
125800USBSS169S,125800-UES1,YES
127012LB517FCA23,127012-WH,YES
125800USBSS163S,125800-UES1,YES
125800USBSS151D,125800-UES1,YES
125800USBSS174SN,125800-UES1,YES
100001301015434004,100001-WD16,YES
100001301015851001,100001-WD27,YES
100001301018135001,100001-WD27,YES
1001148905943280361,100114-BHW,YES
126088FWSX16875,126088-LSDT,YES
100001301021407004,100001-W173,YES
127785RFS0397XL,127785-UNNAO,YES
100001301024610004,100001-W162,YES
1002435516142050,100243-BATA03,YES
1003088903193825844,100308-BYDC,YES
127251MYD1242L,127251-MCSS1,YES
100267LS0025L11S,100267-CLOVIASS1,YES
127785RFS6109AL,127785-UNNAO,YES
126088FWSX17013,126088-LSDT,YES
126492328AKY821000100043,126492-BHWNDI,YES
100001301024611004,100001-W162,YES
100001301012881003,100001-WD16,YES
1257384066755509928,125738-1954,YES
1253491012B7141009,125349-AWH,YES
1256964067887798938,125696-2062,YES
100001300999812005,100001-WD16,YES
1277768905968047642,127776-1100149292,YES
127939983338,127939-PSHARWH,YES
129190193645,129190-MUMB,YES
10030175UQ63HGN10,100301-THN,YES
129190193648,129190-MUMB,YES
1277764066748605453,127776-1100149291,YES
124537WRGJ2419033N2,124537-4160,YES
123790TEJNNMDCBRN,123790-VMUM2,YES
12472122L961LBLKPURPLE4,124721-CF,YES
100001301013046004,100001-WD27,YES
1257384066765072306,125738-1830,YES
126101HSPBP,126101-MOHOS1,YES
100001301019239002,100001-W027,YES
100001301013046004,100001-WD16,YES
100001300996650002,100001-WD16,YES
100001301014014002,100001-WD27,YES
124267OppoEncoAir2i,124267-MUM,YES
1252734067897208977,125273-1971,YES
100001301024190004,100001-W162,YES
1253458905185431941,125345-GKWH,YES
100001300880777004,100001-W136,YES
123858272396,123858-HRP,YES
125091CLPTM241White,125091-PUN01,YES
100001301017342002,100001-WD16,YES
100001300998337002,100001-WD16,YES
123798A1751,123798-BPCAS,YES
100001300988206005,100001-W026,YES
126124SJW700010CXL,126124-SJWH1,YES
1262848903338577638,126284-GUR12,YES
1257384067889889245,125738-2058,YES
1257384066759103825,125738-1857,YES
1292368905838479511,129236-AS32932,YES
128348MMYLRMD108PD4XL,128348-MOWH1,YES
1246218909044824356,124621-P342,YES
1246218909044603418,124621-P103,YES
1246218909230262900,124621-P342,YES
1246218909044604439,124621-P146,YES
1246218909230262788,124621-P146,YES
100001301013504002,100001-WD27,YES
100001300990374003,100001-W014,YES
100001300789237001,100001-W277,YES
127681EP8116CXL,127681-EBSS1,YES
128269TTHHTCP020BR,128269-TIEHUB001,YES
125066IH0F066S1,125066-HSS1,YES
127925KPDGREENDANGAL42,127925-SMJ-SS1,YES
1277768909068462664,127776-1100149292,YES
1246218909044032980,124621-PTBD,YES
1292288907279944047,129228-KAR,YES
12506861643879378,125068-8267,YES
1292288907279944535,129228-KAR,YES
1280138909059439682,128013-THWH,YES
1292288907279834041,129228-KAR,YES
124537DQHE2098040M2,124537-4158,YES
12753248564XL,127532-NWSS2,YES
1252734067889623467,125273-542,YES
128823RACKETBUNIYADSETBLACK,128823-MYMJAL,YES
1291104101885,129110-W038,YES
1256964067889103525,125696-1900,YES
100001301012180009,100001-W160,YES
127785RHP1073ML,127785-UNIT3,YES
1265788905241288953,126578-SMWH01,YES
1265788905241252480,126578-SMWH01,YES
123790LPBPCAM4GRY,123790-VCHN,YES
1265178909236310674,126517-LKS1,YES
124013GS572595,124013-WH,YES
127965A1SF0014GNVGY0009,127965-1039,YES
1277768905678321674,127776-1100149292,YES
100001301015318002,100001-WD27,YES
100001300999839002,100001-WD27,YES
100001301009822002,100001-WD27,YES
100001301014819003,100001-W136,YES
1291958905661110834,129195-ACCU,YES
124570LQD10409PINKS,124570-IRPSS1,YES
128178RDL00324,128178-ND2,YES
100001301008987010,100001-WD16,YES
127785RSL10649,127785-RHW,YES
1250508905566098985,125050-SPYKDLRT,YES
1248488905202926832,124848-BANDHL,YES
1250508905566102217,125050-SPYKDLRT,YES
127785RFS0338MXL,127785-UNNAO,YES
1250508905566099111,125050-SPYKDLRT,YES
100001301015352009,100001-W131,YES
100001301021113003,100001-W230,YES
100001300979981007,100001-W116,YES
126948150402BKWUK5,126948-BWH,YES
126661FBEcoStarYellow1pcs,126661-NKPL,YES
1280471378677301LG,128047-UWH,YES
126630J5059884903M,126630-4821,YES
126630J9430484903M,126630-4821,YES
126628SJC02054700SG,126628-ROLUX01,YES
1252938905641282254,125293-BASS5,YES
1252938905641262713,125293-BASS5,YES
127532PL1687CXXL,127532-NWSS2,YES
1252938905641583580,125293-BASS5,YES
1248491pbds3blue,124849-KHETSHIP,YES
1276534067904984320,127653-8713,YES
127532PL1409XXL,127532-NWSS2,YES
1291102563929,129110-W038,YES
127532PL1582XXL,127532-NWSS2,YES
123785AW23HSHT2086,123785-CAMPUS,YES
129069PrimaSaucepanwoLid18cm,129069-DELHI,YES
1259283616304966538,125928-TD37_SUB,YES
100001301007866011,100001-W111,YES
1280138909059411015,128013-THWH,YES
1257484067897861349,125748-1824,YES
1252364067892067449,125236-602,YES
1257384067895986631,125738-481,YES
1252364065419852660,125236-1656,YES
1257384067888286236,125738-1312,YES
100001301004560002,100001-WD27,YES
100001301017141003,100001-W167,YES
100001301017835003,100001-W230,YES
100001301025801004,100001-W230,YES
100001300999338002,100001-WD27,YES
100001301022987004,100001-W019,YES
128178RDS02667,128178-ND2,YES
1001158905944374496,100115-BHW,YES
127125PR8088VSL,127125-TRP,YES
128779WUW005,128779-WELKOL,YES
128779WUW016,128779-WELKOL,YES
1281218909127021429,128121-BAN,YES
1001188905566671768,100118-HRN,YES
1275648905875442721,127564-HRN,YES
100001301004487005,100001-WD16,YES
127785RTF011010,127785-UNNAO,YES
128757SHEEN10FROST56,128757-WH,YES
127785RFS6085AM,127785-UNNAO,YES
1252364066761446972,125236-975,YES
1261588809828412024,126158-VMGURWH,YES
1246218905807222193,124621-PTBD,YES
127785RFS0203MM,127785-UNNAO,YES
126956MLHVE01PO2ASST2L,126956-TIRU,YES
1245328907760635744,124532-CS1,YES
124491POR2735,124491-DEL,YES
124267ONEPLUSNORDBUDS3PROBLACK,124267-MUM,YES
100001301014689011,100001-W012,YES
100001301007888005,100001-WD16,YES
100001301000944005,100001-WD01,YES
100001301004475005,100001-WD16,YES
100001300994463002,100001-W012,YES
