ussid,slaveid,isallocated
1250508905566095632,125050-SPYKDLRT,YES
1277768905968559923,127776-1100149292,YES
12753226575M,127532-NWSS2,YES
1252938905641629646,125293-BASS5,YES
100001301018264003,100001-W136,YES
100001301021101005,100001-W208,YES
124537WKGJ484050N2,124537-4158,YES
100001301018962006,100001-WD48,YES
128407DM6292,128407-JAI,YES
1287018905255371301,128701-CGUR,YES
1287018905255371979,128701-CGUR,YES
1265178905994664240,126517-LKS1,YES
1248488905706813119,124848-BANDHL,YES
100001301014029004,100001-W125,YES
100001301014029010,100001-W125,YES
100001301014029005,100001-W125,YES
100001301014029011,100001-W168,YES
125091CLPTT241White,125091-PUN01,YES
127510VPLUSMK094BLnPCWH46,127510-WB01,YES
127127JPBL78203XL,127127-DEL,YES
1253458905185431217,125345-GKWH,YES
1253458905185408080,125345-GKWH,YES
1246218909230187500,124621-PTGRN,YES
1260998907361421579,126099-8021,YES
100001300984578003,100001-W172,YES
1246218909230187401,124621-PTGRN,YES
128020196808222161,128020-CKWH,YES
1246078041kftd,124607-ESSBHI,YES
100001301018264003,100001-W167,YES
1246218905807508198,124621-PTBD,YES
123790LPBPLUMEBLK,123790-VBGR,YES
12753248675XXL,127532-NWSS2,YES
1280208720639078714,128020-CKWH,YES
100001301018443004,100001-W029,YES
100001301011158006,100001-WD16,YES
1240553942050111,124055-110077,YES
100001301017886002,100001-W190,YES
100001301012492002,100001-W230,YES
100001301004672003,100001-WD27,YES
100001301005456002,100001-W016,YES
100001301010853002,100001-W230,YES
100001301007371002,100001-W016,YES
100001301007370002,100001-WD27,YES
1277768905968284382,127776-1100149292,YES
1259295401180396924,125929-BAN3,YES
1253491011B97440112,125349-AWH,YES
127785RFJ1078AL,127785-UNNAO,YES
1256964066745710433,125696-1316,YES
1257384067887783002,125738-1609,YES
1248488905464803315,124848-BHW,YES
1248488905951894482,124848-BANDHL,YES
1248488905464611910,124848-BANDHL,YES
1277768909158318994,127776-1100149292,YES
1277768909158357511,127776-1100149292,YES
1240133628236004,124013-WH,YES
124013GS571188,124013-WH,YES
1240133633008002,124013-WH,YES
1240133636068003,124013-WH,YES
100001300989753004,100001-WD16,YES
100001301009238004,100001-WD27,YES
100001301008842012,100001-W096,YES
1281218904402231579,128121-BANG,YES
1246879360454344411,124687-FNASS1,YES
127748SS87M,127748-SSSS2,YES
1240133633183001,124013-WH,YES
127826500021,127826-DRRSMUMWH,YES
1248488905463433285,124848-BANDHL,YES
1277768905678358731,127776-1100149292,YES
128892ZSTRSKORTS3521L,128892-DHL01,YES
127785RSL10649,127785-UNNAO,YES
12472122L117LLAVENDERPRPL5,124721-CF,YES
128892ZSTRTRSR3720XS,128892-DHL01,YES
128892ZSTRTRSR3317XL,128892-DHL01,YES
1240133640967002,124013-WH,YES
124013GS568373,124013-WH,YES
1240133641201004,124013-WH,YES
1240133632757005,124013-WH,YES
124013GS569752,124013-WH,YES
1240133639806001,124013-WH,YES
124013GS568544,124013-WH,YES
1240133638376001,124013-WH,YES
124013GS568419,124013-WH,YES
1240133637884004,124013-WH,YES
124013GS557569,124013-WH,YES
1240133625622004,124013-WH,YES
124013GS572242,124013-WH,YES
1240133641593002,124013-WH,YES
124537BRGE2577342K3,124537-4159,YES
1257484067887880541,125748-2043,YES
1252734067889314181,125273-602,YES
1241304067978397699,124130-122004,YES
12472122L961LNAVYPINK8,124721-CF,YES
1241304067978397897,124130-562107A,YES
1277768907165449892,127776-1100149292,YES
1277768905772464826,127776-1100149292,YES
100001301018300002,100001-WD16,YES
123790LPBPVE2ENVY,123790-VHYD,YES
128684WARRIORGREEN6,128684-AGRA,YES
128684EVOLIFTBROWN10,128684-AGRA,YES
128684TH5059TAN7,128684-AGRA,YES
128684TH5051BROWN8,128684-AGRA,YES
128684WARRIORGREEN9,128684-AGRA,YES
128684LUMINOBLACK8,128684-AGRA,YES
128684BOWMANTAN10,128684-AGRA,YES
128684WARRIORBEIGE9,128684-AGRA,YES
128684ZENITHBROWN11,128684-AGRA,YES
128684WARRIORBEIGE7,128684-AGRA,YES
128684WARRIORGREEN8,128684-AGRA,YES
128684ZENITHBLACK9,128684-AGRA,YES
128684LUMINOBROWN9,128684-AGRA,YES
1281218904402288405,128121-BANG,YES
127785RSL03459,127785-UNNAO,YES
100001300621337002,100001-W238,YES
100001300621345002,100001-W218,YES
100001300621351002,100001-W017,YES
100001300621345002,100001-W238,YES
100001300997834003,100001-WD27,YES
124388TBHUBERMRL,124388-BAN1,YES
100001301011378004,100001-WD27,YES
1257384067894624633,125738-2031,YES
1002438546139110,100243-9327,YES
128558COMFYBLACK9,128558-AGRA,YES
128558COMFYBLACK10,128558-AGRA,YES
128558COMFYBLACK8,128558-AGRA,YES
1252364067897467749,125236-671,YES
123986208215001M9W11,123986-MBEC01,YES
126600POLOPLAINMAROON01M,126600-LDH,YES
126600VSLNAVY01XL,126600-LDH,YES
126600DRYFITTGRYLGRY002S,126600-LDH,YES
126600D10DGRYMLG002XL,126600-LDH,YES
126600TOSPRT56626303XXL,126600-LDH,YES
126600VBLKD10ANT0002XL,126600-LDH,YES
126600BOXD11LGREEN001M,126600-LDH,YES
126600C8BLACK0001L,126600-LDH,YES
126600DRYFITD14LGREY01M,126600-LDH,YES
126600BOXD11LBLUE001L,126600-LDH,YES
126600VSLPINK01XXL,126600-LDH,YES
126600POLOPLAINDGREEN01XXL,126600-LDH,YES
126600DRYFITD14OLIVE01M,126600-LDH,YES
1256108887049011844,125610-6172,YES
124526Peb9077Cwhtsbl,124526-PUNE,YES
124635PH401200105,124635-110015,YES
1241304067984997586,124130-KOLK,YES
1246218909044001429,124621-PTBD,YES
1280128905903060187,128012-WH2,YES
1246218905685772087,124621-PTBHD,YES
126721LQAP,126721-MODELWH,YES
127941F23SSAMES04MR1,127941-PSS1,YES
1256964067897861257,125696-1821,YES
100001301016540004,100001-W085,YES
127148KLF05RDEU,127148-SMEGLUX01,YES
128771BCSBEJWHIDS20,128771-BCLUX01,YES
124537WRGI2225022N2,124537-4158,YES
100001300999000002,100001-WD16,YES
128155VV9456YELLOW2XL,128155-VSWSS1,YES
1280717086SHTWINEM,128071-PESS1,YES
128071PY4335SHTNVMM,128071-PESS1,YES
1280717063SHTMAUVES,128071-PESS1,YES
1280717072SHTLILYXL,128071-PESS1,YES
1278878719637110,127887-2133,YES
100001301001311001,100001-W114,YES
100001301001324001,100001-W277,YES
100001301002691001,100001-W255,YES
1280718012TPSGRBKL,128071-PESS1,YES
127785RLO182240,127785-RHW,YES
1252938905641082809,125293-BASS5,YES
1252938905641318489,125293-BASS5,YES
123790BPDIF4HBLU,123790-VBGR,YES
126448EST4KBJR11514Y,126448-KS,YES
128694SUBPS003MAROONM,128694-HRN,YES
128694SUBCS010SKYBLUE38,128694-HRN,YES
1280717077TPSBGBKL,128071-PESS1,YES
1280714335SHTOLIVEM,128071-PESS1,YES
1257384067889122939,125738-1609,YES
12855819113BLACK8,128558-AGRA,YES
128558RIDER4BLACK10,128558-AGRA,YES
1248491ncz2ancblk,124849-KHETSHIP,YES
1280138909059094287,128013-THWH,YES
1281218904402235812,128121-BANG,YES
1246962531SAGEGREENM,124696-AEISS1,YES
1002438614222080,100243-9327,YES
127485BOMDT138ACL52666BX30,127485-BAN,YES
1289818904446671812,128981-CSN,YES
125625FGCARRYMEGY3,125625-HARYANA,YES
1250508905566670891,125050-SPYKDLRT,YES
1265208905030882126,126520-GGN,YES
129046209592,129046-DLH,YES
129046147044,129046-DLH,YES
125173NMKLBL9,125173-PROZOGGN,YES
129046108541,129046-DLH,YES
1241304067984167781,124130-KOLK,YES
1241304067982762445,124130-562107A,YES
127477INNSF904MagentaL,127477-DEL,YES
128623CT6020Black,128623-KOL,YES
127801AMWW507,127801-JWB1,YES
128161MNHHBS105,128161-GRPS1,YES
12753229356OXL,127532-NWSS2,YES
128438198294773455,128438-WHMP,YES
1001158905944374489,100115-BHW,YES
1265231342029,126523-BAN,YES
100001301009481005,100001-WD16,YES
124057USBX2474M,124057-DURATEXMUMBAI,YES
124057USBX2457M,124057-DURATEXMUMBAI,YES
1291104718756,129110-W038,YES
12427012058,124270-MH1,YES
12427042259,124270-MH1,YES
12427037578,124270-MH1,YES
12427040397,124270-MH1,YES
124187WSBSHORT87383Y,124187-WSPLDELHI,YES
124187WSHPOLO51582Y,124187-WSPLDELHI,YES
12427043054,124270-MH1,YES
12427037567,124270-MH1,YES
12427030565,124270-MH1,YES
128594K24323XLNN,128594-BANG,YES
1271312443TANGL04,127131-IMPEX01,YES
12753229106OL,127532-NWSS2,YES
127532291400RL,127532-NWSS2,YES
1253491071A0934029,125349-AWH,YES
1259288905253869102,125928-TD37_SUB,YES
1259288905253869058,125928-TD37_SUB,YES
128696CBTS502BG113YP1,128696-WH,YES
128696CBTS502NV107YP1,128696-WH,YES
128696CBTS502NV103YP1,128696-WH,YES
128696CBTS504M3007YP2,128696-WH,YES
1257384066759428706,125738-1818,YES
100001301025049003,100001-W173,YES
100001301018617004,100001-W049,YES
100001300978531015,100001-W049,YES
127460AW23UTP613039,127460-WH,YES
1248488905951987719,124848-BINOLA,YES
128596KPFSS04S,128596-TAILORINGLAB001,YES
127460AW23BTTP626076,127460-WH,YES
127460SS22GTT099019,127460-WH,YES
1257384067904783909,125738-1609,YES
1252364066762561179,125236-1971,YES
1257484067896529776,125748-1377,YES
1265788905241283569,126578-SMWH01,YES
125942NS9400594205KM01P,125942-ECOM,YES
125942TH1782537,125942-ECOM,YES
125942NT95154KM01,125942-ECOM,YES
127460SS25BVT009026,127460-WH,YES
126088FWSX10795,126088-LSDT,YES
1242658904446625686,124265-TD12,YES
127143MDBP2S00219,127143-BANWH,YES
1277768907165180689,127776-1100149292,YES
126460WE4543010S,126460-557,YES
100001300971680004,100001-WD16,YES
125043GRC00032475,125043-9082,YES
124947IX2147Olive42,124947-MANDB01,YES
124947IX2033TAN43,124947-MANDB01,YES
124947IX1017OLIVE42,124947-MANDB01,YES
124947IX1020TAN42,124947-MANDB01,YES
124947ID2273Black40,124947-MANDB01,YES
124947ID4223Brown42,124947-MANDB01,YES
124947IX1092Brown43,124947-MANDB01,YES
100001301020303002,100001-W067,YES
12743419090YellowXL,127434-QURVIISS1,YES
12743486004CaramelXL,127434-QURVIISS1,YES
124232PLTPRC01N30519846PINK,124232-RITIKA001,YES
1250508905566001039,125050-SPYKDLRT,YES
1250508905566300972,125050-SPYKDL,YES
1248488905952771164,124848-BHW,YES
127607SPLDVMBSC022019XL,127607-BAN,YES
1281218909127059545,128121-BAN,YES
1248488905707908876,124848-BHW,YES
124679BMWHAC0001CG,124679-THDS1,YES
1286288908018477215,128628-WHBH01,YES
1286288908018477581,128628-WHBH01,YES
124947IX1021BLACKCHARCOAL40,124947-MANDB01,YES
123858216719,123858-HRP,YES
128020198294579644,128020-CKWH,YES
128696CBOT001BE115YP1,128696-WH,YES
127739SHIRTSKSH37XL,127739-CCWH1,YES
128269TTHCOMSET301,128269-TIEHUB001,YES
1237672127393,123767-BAG1,YES
100001301020312003,100001-W081,YES
1268248903496277579,126824-1,YES
1268248903496277746,126824-1,YES
126887ITM00009,126887-BIBH01,YES
126887ITM00555,126887-BIBH01,YES
127143P10QMMO104S,127143-BANWH,YES
1240908905893460592,124090-KPR,YES
1001155715520123898,100115-BHW,YES
100001301017079001,100001-W027,YES
100001301009192001,100001-WD16,YES
100001301010399002,100001-WD16,YES
127623BRSTS114RED3XL,127623-BRINNSWH1,YES
127143MDCR2F00819,127143-BANWH,YES
100001300842956011,100001-W251,YES
125842TMCWEB1163,125842-MANCHARWH,YES
127143MDPO4SL0219,127143-BANWH,YES
125242BR01,125242-JEW1,YES
1259288720689025027,125928-TD37,YES
100001301017358005,100001-W208,YES
124537SYFB940092N3,124537-4139,YES
127143P10OSN03651,127143-BANWH,YES
1255121239mtbmultigeodl,125512-S1,YES
1255121217mtbpkgeodl,125512-S1,YES
127143P10QMTV1A25,127143-BANWH,YES
1255125508repkpurmrnfb34,125512-S1,YES
1263538906107054828,126353-JHCHWH,YES
12753299065OL,127532-NWSS2,YES
124232THLBRS00H00719312BRASS,124232-RITIKA001,YES
100001300974341004,100001-W014,YES
100001301019040003,100001-W014,YES
100001301009239003,100001-WD16,YES
100001301013623003,100001-WD16,YES
100001301028312003,100001-W059,YES
100001300985206002,100001-W014,YES
100001300985204001,100001-W014,YES
100001301009236003,100001-WD16,YES
126150CH5969416,126150-BNS1,YES
100001301018620003,100001-W014,YES
100001301002043002,100001-WD16,YES
100001301013058003,100001-WD16,YES
100001300785014002,100001-W014,YES
128896SB00010510910Y,128896-WH,YES
127143P10HWT01651,127143-BANWH,YES
124023VSMBudsVS102JetBlack,124023-DEL1,YES
125674OL010AXXL,125674-SASS1,YES
127624WMTSHIRT5800HSBLACKXXL,127624-LUD2,YES
1284378905692751686,128437-MRTPLC,YES
125674OM006S,125674-SASS1,YES
128334SND154BeigeEU39,128334-DBBAL,YES
100031321142039,100031-BES,YES
1239862083923YOM9W11,123986-MBWH11,YES
127892700539910104,127892-STYLI2024,YES
124539N24WTO3725BKL,124539-DHROWH,YES
128869LDSFL0002XL,128869-LDC1224,YES
127695CHN24102GreenL,127695-BAN,YES
124522SH240,124522-DEL,YES
128832INDIGO03cSKYBLUE7,128832-ARV,YES
100001301012614005,100001-WD27,YES
100001301012610006,100001-WD16,YES
128173squatwithhook,128173-PRTWH,YES
124232LDRVRY05N30668620YELLOWL,124232-RITIKA001,YES
128173protgear,128173-PRTWH,YES
1266678904355906111,126667-RTDL88D,YES
128940TSBB442GXL,128940-DEL,YES
124491POR2125,124491-DEL,YES
1253491011B6314018,125349-AIN,YES
128847ELNCB2,128847-ALIGARH,YES
128847CABCYST04,128847-ALIGARH,YES
1266678904355902458,126667-RTDL88D,YES
1266678904355902793,126667-RTDL88D,YES
1246218905807046577,124621-PTGRN,YES
128832INDIGO07cLEMONYELLO7,128832-ARV,YES
128847StorageCabinet28,128847-ALIGARH,YES
128847SPYNWLTokyoWTBL1,128847-ALIGARH,YES
128847StorageCabinet17,128847-ALIGARH,YES
128847CK0XBL0R9O,128847-ALIGARH,YES
128847SPYOAK50022,128847-ALIGARH,YES
128847StorageCabinet23,128847-ALIGARH,YES
128847NWCT06,128847-ALIGARH,YES
1239392061Purple38,123939-SCIS1,YES
128940TSBB22DL,128940-DEL,YES
1272341966291,127234-127234-MV01,YES
124232LDRMOD01N34638778CORALM,124232-RITIKA001,YES
1265178905995753110,126517-LKS1,YES
100001301003391003,100001-WD16,YES
100001301003382009,100001-WD16,YES
127753WF11443,127753-CWSEIKOLUX01,YES
124721GC4004GLGRYNAVY6,124721-CAL-GGN,YES
1252364067889118871,125236-468,YES
129234AIRCRAFTSSFDN4,129234-129234_DOM,YES
127753CWKC5119BR,127753-CWSEIKOLUX01,YES
127753QHA009B,127753-CWSEIKOLUX01,YES
127753QXA759K,127753-CWSEIKOLUX01,YES
126957DLMSHS23035BES,126957-BHSS1,YES
127753QXM378B,127753-CWSEIKOLUX01,YES
127753CWWFGB11606,127753-CWSEIKOLUX01,YES
128685HSMNMULTICLOGGREY7,128685-TE,YES
128832ACHIEVER15cWHT7,128832-ARV,YES
1257384064057438762,125738-2031,YES
124232PLTPRC01N321210016GreyBlue,124232-RITIKA001,YES
100001301014111001,100001-WD16,YES
1241304065454784476,124130-122004,YES
1277768905482773065,127776-1100149292,YES
128558KM8BROWN6,128558-AGRA,YES
1277768905610850873,127776-1100149292,YES
127488SRPD61K1,127488-875,YES
100001301008433004,100001-W251,YES
125155TS1261SBLK,125155-MAGDEL,YES
128947MSH3234CIDARL,128947-HRN,YES
1279840BE443441478757,127984-PLAVALUX01,YES
1279840RB35470011A51,127984-PLAVALUX01,YES
1279840OO901490148160,127984-PLAVALUX01,YES
1246218909044451323,124621-PTGRN,YES
1245328907760634372,124532-CS1,YES
1246218909044340979,124621-P183,YES
1276534059809731499,127653-8713,YES
1256108887049174501,125610-6201,YES
1241304099684516576,124130-122004,YES
129158S25ABO007A,129158-WH,YES
129158S25BBF021E,129158-WH,YES
129158S25ASS012C,129158-WH,YES
124232PLTPRC01N321210013GreyBlue,124232-RITIKA001,YES
128947MSH3234CIDARM,128947-HRN,YES
128947MSH3234WHITEM,128947-HRN,YES
128685TRT8119WHITE6,128685-AGRAH,YES
128685TRT8122BLACK6,128685-AGRAH,YES
128685TRT8122OLIVE11,128685-AGRAH,YES
128685TRT8121BLACK10,128685-AGRAH,YES
128685TRT1102GREEN4,128685-AGRAH,YES
128685TRT1106YELLOW8,128685-AGRAH,YES
128685TRT8121BLACK9,128685-AGRAH,YES
128685TRT8121WHITE10,128685-AGRAH,YES
128685TRT1101GUNMETAL6,128685-AGRAH,YES
128685TRT1106Gunmetal8,128685-AGRAH,YES
128685TRT1101GUNMETAL8,128685-AGRAH,YES
100001301017409003,100001-W006,YES
100001301011066009,100001-W108,YES
1279840RB3016W036651,127984-PLAVALUX01,YES
1259287612472472587,125928-TD37,YES
12856263152981,128562-BLR,YES
1284388721107173481,128438-WHMP,YES
1248488909112820938,124848-1270,YES
123790LPBPVE1EBLK,123790-VBGR,YES
128694SUBTS003DENIMBLUEM,128694-HRN,YES
127361DLOVRPL001PGRNM,127361-TRI,YES
127776400409840496,127776-1100149292,YES
127965A1SD0191LPCWH000569900,127965-1039,YES
1265178909236037977,126517-LKS1,YES
12673731352C,126737-LMEJAI,YES
1257384067889932521,125738-1840,YES
12673731181D,126737-LMEJAI,YES
100001301014204002,100001-WD16,YES
1241304067984596307,124130-562107A,YES
1279288904351945893,127928-WH,YES
12673731317E,126737-LMEJAI,YES
1253678904461101167,125367-FCONSOAD,YES
125338VT18002,125338-MUM,YES
1279840BE2403300251,127984-PLAVALUX01,YES
1279840BE440330018751,127984-PLAVALUX01,YES
1279840OO92089208G238,127984-PLAVALUX01,YES
1279840DG340150154,127984-PLAVALUX01,YES
1279840HC8426U50028754,127984-PLAVALUX01,YES
1279840RB38970017136,127984-PLAVALUX01,YES
1279840BE441930027354,127984-PLAVALUX01,YES
1279840OO924292421952,127984-PLAVALUX01,YES
126425LP0316,126425-NOSTRAA001,YES
124232BWLPRC01N321210015GreyBlue,124232-RITIKA001,YES
1259288904153389321,125928-TD37,YES
126150CH1000006,126150-BNS1,YES
12673731031C,126737-LMEJAI,YES
126150CH1000029,126150-BNS1,YES
126150CH5971373,126150-BNS1,YES
126150CH5969418,126150-BNS1,YES
128604HC45624WSKS0413M,128604-DL,YES
100001301022624005,100001-W081,YES
126326222KBD2354L,126326-SFSS1,YES
128685TRT8122NAVY11,128685-AGRAH,YES
128604SD097S,128604-DL,YES
1000314416798039,100031-BEM,YES
100001301012555005,100001-WD27,YES
127351NUPL0345KRD,127351-UGAOOLUX01,YES
127351NUPL0043KLG,127351-UGAOOLUX01,YES
127351NUPL0099,127351-UGAOOLUX01,YES
100001301020164010,100001-W060,YES
100001301022613005,100001-W006,YES
100001301023096010,100001-W081,YES
100001301023099004,100001-W050,YES
125592TMKB125gm,125592-CHOPL001,YES
128058VENMENR201NV3XL1SET,128058-LUXWBEN,YES
127488SRPH29K1,127488-875,YES
127785RDM100436,127785-UNNAO,YES
1246218909230249086,124621-P228,YES
1246218909230249208,124621-P146,YES
1246218909230323717,124621-P146,YES
1246218909230155196,124621-P619,YES
1246218909230240120,124621-P502,YES
1246218909230264584,124621-P177,YES
100001301019482001,100001-WD16,YES
100001301022617005,100001-W281,YES
100001301018375005,100001-WD16,YES
100001301014169005,100001-WD27,YES
100001300997719005,100001-WD16,YES
100001301004641005,100001-WD16,YES
100001301007962005,100001-WD16,YES
100001301003723005,100001-WD16,YES
100001301021408001,100001-W113,YES
100001300997857005,100001-WD16,YES
100001301002431005,100001-WD16,YES
100001301000344004,100001-WD16,YES
128685TRT821GREY1O,128685-AGRAH,YES
1250508905566502215,125050-SPYKDLRT,YES
1258031933540366410217,125803-ALTIUSWH,YES
127351NUGA0565,127351-UGAOOLUX01,YES
127351NUPL0451,127351-UGAOOLUX01,YES
12506861643880428,125068-15025,YES
1257384066756053369,125738-1312,YES
124232BWLPOR00H00799308WHITE,124232-RITIKA001,YES
123785SCS25CSMSSTS9224L,123785-CAMPUS,YES
123785SUM24CSMOVSRT6792M,123785-CAMPUS,YES
123785SS25CSMOVSRT8150XL,123785-CAMPUS,YES
123785SSM24CSMSSRT7036XL,123785-CAMPUS,YES
123785SCSS23CSMSSRT5600XL,123785-CAMPUS,YES
123785SSZ24CSMOVSRT7608XL,123785-CAMPUS,YES
123785SS25CSMOVSRT8150M,123785-CAMPUS,YES
123785SUM24CSMOVSRT6795M,123785-CAMPUS,YES
123785FW24CSMSSJEAN107632,123785-CAMPUS,YES
123785SOHEAR7640,123785-CAMPUS,YES
123785SCS21CROP02WSLRMAM,123785-CAMPUS,YES
123785CSJU19JRSPNHS2CMPLNRBWHXL,123785-CAMPUS,YES
127351NUPL0368KWT,127351-UGAOOLUX01,YES
127351NUPL0019KYL,127351-UGAOOLUX01,YES
127351NUPL0014KBN,127351-UGAOOLUX01,YES
1246218905807920006,124621-PTKOL,YES
1265231352082,126523-BAN,YES
1265231352132,126523-BAN,YES
100001301008472003,100001-W060,YES
100001301008478003,100001-W060,YES
1277768905482721981,127776-1100149292,YES
12378518SHRTPNCHK27MPLNDMABUM,123785-CAMPUS,YES
123785SUM24CSMOVSRT6792XL,123785-CAMPUS,YES
123785FW24CSMSSJEAN108832,123785-CAMPUS,YES
123785SCS25CSMSSTS8823L,123785-CAMPUS,YES
123785AW24CSMOVSRT7230L,123785-CAMPUS,YES
123785SWI24CSMSSRT6905XL,123785-CAMPUS,YES
123785AW23HSBP1321,123785-CAMPUS,YES
125152225069725140,125152-GGN,YES
125152225069725240,125152-GGN,YES
125152225069724240,125152-LKO,YES
128720SuperFreshTPIcyDoubleMint,128720-GUR,YES
127528SKV142GOLD41,127528-SF01,YES
124232SDRVRY05N30718609NAVYM,124232-RITIKA001,YES
124470FSSH268BKSTXL,124470-FASSS1,YES
124470FSSH286WHITXL,124470-FASSS1,YES
124470FSSH268PKSTXL,124470-FASSS1,YES
100001301011946005,100001-WD16,YES
124010SS24SQGULMARGBLK34,124010-KSS1,YES
12753298185XL,127532-NWSS2,YES
127960DGNCE24011,127960-DUGRISTYLE001,YES
129190230875,129190-MUMB,YES
1246879360454361760,124687-FNASS1,YES
1277768909158108380,127776-1100149291,YES
124232PLTPOR00H00059361BLUE,124232-RITIKA001,YES
100001301019288005,100001-W012,YES
100001301022622005,100001-W012,YES
1291894893966582255,129189-LOGIXSHIPPINGSERVICE,YES
127186Neonstrip5MWarmWhite,127186-DEL,YES
100001301011019004,100001-WD27,YES
1246218909044584793,124621-PTGRN,YES
1246218905807423620,124621-PTBD,YES
124569688tan7,124569-TKY,YES
100301ELMZW3H133P,100301-ESHOPHAR,YES
125152224066147244,125152-LDH,YES
1277768905813012917,127776-1100149292,YES
1288118909147000688,128811-RNWPB,YES
1002435716975070,100243-9327,YES
1288118909147001104,128811-RNWPB,YES
1242058909058894161,124205-SAS,YES
124584NEWDECKURTIK181WHITE32,124584-KDS1,YES
124584FKSHM1505RED18,124584-KDS1,YES
124584G12684GAJRI22,124584-KDS1,YES
128870261OWTL,128870-RC261124,YES
128870446ABGRNL,128870-RC261124,YES
128870446LGRNL,128870-RC261124,YES
124539WSK857BK36,124539-DHROWH,YES
128213PDAWT001NavyR1M,128213-TBTSS1,YES
128213PDAWT001WhiteRM,128213-TBTSS1,YES
124584LCHSHM20007RANI26,124584-KDS1,YES
1288118903953263381,128811-RNWPT,YES
124232LDRVCR80N4054E058BROWNL,124232-RITIKA001,YES
124862CYPM1709BS,124862-LUD,YES
124862CYPM1408M,124862-LUD,YES
124862CYSH344AM,124862-LUD,YES
124862CYPM1711BL,124862-LUD,YES
124862CYPM1021M,124862-LUD,YES
124862CYSH346B2XL,124862-LUD,YES
124862SM240L,124862-LUD,YES
124862CYPM1709B2XL,124862-LUD,YES
124862CYPM1709AL,124862-LUD,YES
124862CYPM1336M,124862-LUD,YES
124862SM17M,124862-LUD,YES
124862CYTR190B36,124862-LUD,YES
124862MPW544M,124862-LUD,YES
124862CYAR105L,124862-LUD,YES
124862CYSH241XL,124862-LUD,YES
124862CYPM635M,124862-LUD,YES
124267TypeCTOCCableEPDA705BWEGINWht,124267-MUM,YES
124862CYPM1702CM,124862-LUD,YES
124862CYTR188A38,124862-LUD,YES
124862CYPM1403M,124862-LUD,YES
1237818905177259898,123781-9153,YES
124862CYSH352F3XL,124862-LUD,YES
124539N24WSKT3715BK38,124539-DHROWH,YES
124539N24WNS5565PKXXL,124539-DHROWH,YES
126957LP2021123456Y,126957-BHSS1,YES
129075yellowline03,129075-WH,YES
100001301022885005,100001-W190,YES
1003018905661567560,100301-ESHOPHAR,YES
100001300986971001,100001-W173,YES
1291958905661377558,129195-FGGN,YES
1291958905661351800,129195-FGGN,YES
127911HT100ML,127911-NIPLLUX01,YES
1246218909044851659,124621-PTBHD,YES
100001301011251004,100001-WD16,YES
100001301011648009,100001-W016,YES
100001301011650009,100001-W096,YES
100001301018483004,100001-W083,YES
100001300998043002,100001-WD27,YES
100001301003384004,100001-WD16,YES
100001300998782003,100001-WD27,YES
129075brownwhiteline05,129075-WH,YES
129075yellowline05,129075-WH,YES
129075yellowwhiteline05,129075-WH,YES
1285651502449,128565-DELS1,YES
126088FWSX0973,126088-LSDT,YES
1252938905641790315,125293-BASS5,YES
100001301012167003,100001-W113,YES
1257384064047405545,125738-1312,YES
100001301002014003,100001-WD16,YES
129075yellowline02,129075-WH,YES
129075skyflower05,129075-WH,YES
129075yellowblack05,129075-WH,YES
1246879360454383250,124687-FNASS1,YES
1246879360454591389,124687-FNASS1,YES
128744BCCSILFRK6,128744-BCV1,YES
127320LXTBP0559,127320-LSDB1,YES
100001301011791005,100001-WD27,YES
127320LXTBP0558,127320-LSDB1,YES
100001301022885005,100001-W067,YES
1246879360454313691,124687-FNASS1,YES
129075green06,129075-WH,YES
129075green04,129075-WH,YES
12645320182642,126453-FISS2,YES
129075yellowblack07,129075-WH,YES
12645310722199,126453-FISS2,YES
129075skyflower02,129075-WH,YES
12645310739327,126453-FISS2,YES
129075pink02,129075-WH,YES
12645320220630,126453-FISS2,YES
129075greywhitepic01,129075-WH,YES
12645310744644,126453-FISS2,YES
129075boxorng01,129075-WH,YES
12645320062286,126453-FISS2,YES
129075blackline07,129075-WH,YES
129075bilapatti06,129075-WH,YES
129075skyflower07,129075-WH,YES
129075whitemulti02,129075-WH,YES
1001135715427924994,100113-BHW,YES
129075skyflower06,129075-WH,YES
129075bilapatti03,129075-WH,YES
124862CYPM1709B3XL,124862-LUD,YES
100416WTOP3631412L,100416-RISS1,YES
1257384067897423202,125738-1646,YES
100416CT09221536L,100416-RISS1,YES
127402ANVI2DD0316L,127402-ANVISS1,YES
1256031083436,125603-DRSJ1,YES
124862CYPM613L,124862-LUD,YES
124862CYPM1403L,124862-LUD,YES
100001300998769004,100001-W049,YES
128565241501690,128565-DELS1,YES
128565241501022,128565-DELS1,YES
128565231508487,128565-DELS1,YES
12643544STB23627E4FS,126435-FGSS1,YES
1265788905241290970,126578-3309,YES
1265788905241292677,126578-SMWH01,YES
1265788905241232383,126578-SMWH01,YES
1265788905241061136,126578-SMWH01,YES
1288118909147004822,128811-RNWPT,YES
1292428809727053205,129242-DLWH,YES
1292428809727053007,129242-DLWH,YES
1288118907768107175,128811-RNWPB,YES
128685HSMNCLOGSBLACK11,128685-TE,YES
126558OTTR32669100136FFUSF,126558-STF-TL-DTDC-DOMJUR,YES
126558OTTR32102100536FFSF,126558-BAN,YES
126558OTTR32102100236FFSF,126558-STF-TL-DTDC-DOMJUR,YES
128232ESYELEGAN9615F42,128232-TIR,YES
1288118903953266160,128811-RNWPB,YES
